PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	threshold	FullyThreaded	MinimumThread	Length(ref)	L_length(in)	A_dia_max_dia(in)	A_dia_min_dia(in)	H_side_height(in)	C_head_crown_height(in)	O_total_head_height(in)	M_recess_ref(in)	T_recess_Depth(in)	N_recess_width(in)	Driver_size	Material	Reference	Edition
ASME B18.6.3 SCREW 9/16 x 3_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_3_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	3_1/4	3.2500	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_3_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	3_1/2	3.5000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	4	4.0000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 4_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_4_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	4_1/2	4.5000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_5__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	5	5.0000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_5_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	5_1/2	5.5000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 6  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_9/16_x_6__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	9/16	0.5625	12	0.0833	1.5000	2	N	1.5	6	6.0000	0.932	0.878	0.26	0.15	0.41	0.462	0.304	0.075	4	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5/8  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_5/8__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	0.2361	2	Y	1.5	5/8	0.6250	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	0.3611	2	Y	1.5	3/4	0.7500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 7/8  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_7/8__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	0.4861	2	Y	1.5	7/8	0.8750	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_1__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	0.6111	2	Y	1.5	1	1.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_1_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	0.8611	2	Y	1.5	1_1/4	1.2500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_1_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.1111	2	Y	1.5	1_1/2	1.5000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 1_3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_1_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.3611	2	Y	1.5	1_3/4	1.7500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5202	2	Y	1.5	2	2.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_2_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	2_1/4	2.2500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_2_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	2_1/2	2.5000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 2_3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_2_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	2_3/4	2.7500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_3__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	3	3.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_3_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	3_1/4	3.2500	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 3_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_3_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	3_1/2	3.5000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	4	4.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 4_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_4_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	4_1/2	4.5000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_5__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	5	5.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 5_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_5_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	5_1/2	5.5000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/8 x 6  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_5/8_x_6__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	5/8	0.6250	11	0.0909	1.5000	2	N	1.5	6	6.0000	1.05	0.99	0.298	0.169	0.467	0.58	0.34	0.081	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	0.2780	2	Y	1.5	3/4	0.7500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 7/8  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_7/8__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	0.4030	2	Y	1.5	7/8	0.8750	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_1__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	0.5280	2	Y	1.5	1	1.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_1_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	0.7780	2	Y	1.5	1_1/4	1.2500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_1_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.0280	2	Y	1.5	1_1/2	1.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 1_3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_1_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.2780	2	Y	1.5	1_3/4	1.7500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5280	2	Y	1.5	2	2.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_2_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	2_1/4	2.2500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_2_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	2_1/2	2.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_3/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_2_3/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	2_3/4	2.7500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_3__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	3	3.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_3_1/4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	3_1/4	3.2500	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_3_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	3_1/2	3.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_4__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	4	4.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_4_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	4_1/2	4.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_5__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	5	5.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_5_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	5_1/2	5.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_6__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	6	6.0000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6_1/2  UNC STEEL TYPE 1 CROSS RECESSED OVAL CSK HEAD	ASME_B18_6_3_3/4_x_6_1/2__UNC_STEEL_TYPE_1_CROSS_RECESSED_OVAL_CSK_HEAD_SCREW	3/4	0.7500	10	0.1000	1.5000	2	N	1.5	6_1/2	6.5000	1.285	1.215	0.372	0.206	0.578	0.642	0.406	0.088	5	St	ASME B18.6.3	1998
