PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 2 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_9.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	9  1/2 	9.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 10 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_10_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	10      	10.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_2.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	1.9167	Y	1.5	2  1/4 	2.25	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_2.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	2.4167	Y	1.5	2  3/4 	2.75	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	2.6667	Y	1.5	3      	3.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	2.9167	Y	1.5	3  1/4 	3.25	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	3.1667	Y	1.5	3  1/2 	3.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	3.4167	Y	1.5	3  3/4 	3.75	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	3.6667	Y	1.5	4      	4.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	3.9167	Y	1.5	4  1/4 	4.25	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	4.1667	Y	1.5	4  1/2 	4.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	4.1944	Y	2.5	4  3/4 	4.75	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	4.4444	Y	2.5	5      	5.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	4.9444	Y	2.5	5  1/2 	5.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.4444	Y	2.5	6      	6.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.9444	Y	2.5	6  1/2 	6.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	7      	7.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	7  1/2 	7.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	8      	8.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_8.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	8  1/2 	8.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 9 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_9_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	9      	9.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_9.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	9  1/2 	9.5	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/4 x 10 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/4_x_10_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/4	2.25	4 1/2	0.2222	5.0	N	0.5	10      	10.0	2.25	2.214	3.5	3.5	3.388	4.041	3.862	1.375	1.423	1.327	0.933	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_2.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	2.4167	Y	1.5	2  3/4 	2.75	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	2.6667	Y	1.5	3      	3.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	2.9167	Y	1.5	3  1/4 	3.25	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	3.1667	Y	1.5	3  1/2 	3.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	3.4167	Y	1.5	3  3/4 	3.75	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	3.6667	Y	1.5	4      	4.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	3.9167	Y	1.5	4  1/4 	4.25	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	4.1667	Y	1.5	4  1/2 	4.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	4.4167	Y	1.5	4  3/4 	4.75	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	4.6667	Y	1.5	5      	5.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	4.9444	Y	2.5	5  1/2 	5.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.4444	Y	2.5	6      	6.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.9444	Y	2.5	6  1/2 	6.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	6.4444	Y	2.5	7      	7.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	7  1/2 	7.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	8      	8.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_8.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	8  1/2 	8.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 9 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_9_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	9      	9.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_9.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	9  1/2 	9.5	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_1/2 x 10 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_1/2_x_10_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_1/2	2.5	4 1/2	0.2222	5.5	N	0.5	10      	10.0	2.5	2.461	3.875	3.875	3.75	4.474	4.275	1.531	1.583	1.479	1.042	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	2.625	Y	1.5	3      	3.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	2.875	Y	1.5	3  1/4 	3.25	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	3.125	Y	1.5	3  1/2 	3.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	3.375	Y	1.5	3  3/4 	3.75	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	3.625	Y	1.5	4      	4.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	3.875	Y	1.5	4  1/4 	4.25	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	4.125	Y	1.5	4  1/2 	4.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	4.375	Y	1.5	4  3/4 	4.75	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	4.625	Y	1.5	5      	5.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	5.125	Y	1.5	5  1/2 	5.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	5.375	Y	2.5	6      	6.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	5.875	Y	2.5	6  1/2 	6.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.375	Y	2.5	7      	7.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.875	Y	2.5	7  1/2 	7.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.0	N	0.5	8      	8.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_8.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.0	N	0.5	8  1/2 	8.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 9 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_9_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.0	N	0.5	9      	9.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_9.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.0	N	0.5	9  1/2 	9.5	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2_3/4 x 10 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_3/4_x_10_UNC_STEEL_HEAVY_HEXAGON_SCREW	2_3/4	2.75	4	0.25	6.0	N	0.5	10      	10.0	2.75	2.711	4.25	4.25	4.112	4.907	4.688	1.688	1.744	1.632	1.151	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	2.875	Y	1.5	3  1/4 	3.25	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	3.125	Y	1.5	3  1/2 	3.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	3.375	Y	1.5	3  3/4 	3.75	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	3.625	Y	1.5	4      	4.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	3.875	Y	1.5	4  1/4 	4.25	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	4.125	Y	1.5	4  1/2 	4.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	4.375	Y	1.5	4  3/4 	4.75	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	4.625	Y	1.5	5      	5.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
