PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_fillet_rad(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 3/4 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_3/4_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	3/4	0.75	10	0.1	1.750	N	0.25	4  1/2 	4.5	0.75	0.741	1.125	1.125	1.1	1.299	1.254	0.469	0.483	0.455	0.06	0.324	0.5	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3/4 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_3/4_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	3/4	0.75	10	0.1	1.750	N	0.25	4  3/4 	4.75	0.75	0.741	1.125	1.125	1.1	1.299	1.254	0.469	0.483	0.455	0.06	0.324	0.5	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3/4 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_3/4_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	3/4	0.75	10	0.1	1.750	N	0.25	5      	5.0	0.75	0.741	1.125	1.125	1.1	1.299	1.254	0.469	0.483	0.455	0.06	0.324	0.5	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3/4 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_3/4_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	3/4	0.75	10	0.1	1.750	N	0.25	5  1/2 	5.5	0.75	0.741	1.125	1.125	1.1	1.299	1.254	0.469	0.483	0.455	0.06	0.324	0.5	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3/4 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_3/4_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	3/4	0.75	10	0.1	1.750	N	0.25	6      	6.0	0.75	0.741	1.125	1.125	1.1	1.299	1.254	0.469	0.483	0.455	0.06	0.324	0.5	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 0.875 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_0.875_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	0.597	Y	2.5	  7/8 	0.875	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	0.722	Y	2.5	1      	1.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1.125 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1.125_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	0.847	Y	2.5	1  1/8 	1.125	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1.25_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	0.972	Y	2.5	1  1/4 	1.25	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1.375 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1.375_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	1.097	Y	2.5	1  3/8 	1.375	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1.5_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	1.222	Y	2.5	1  1/2 	1.5	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	1.472	Y	2.5	1  3/4 	1.75	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	1.722	Y	2.5	2      	2.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	1.972	Y	2.5	2  1/4 	2.25	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.472	Y	2.5	2  3/4 	2.75	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	3      	3.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	3  1/4 	3.25	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	3  1/2 	3.5	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	3  3/4 	3.75	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	4      	4.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	4  1/4 	4.25	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	4  1/2 	4.5	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	4  3/4 	4.75	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	5      	5.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	5  1/2 	5.5	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 7/8 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_7/8_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	7/8	0.875	9	0.1111	2.000	N	0.25	6      	6.0	0.875	0.866	1.313	1.312	1.285	1.516	1.465	0.547	0.563	0.531	0.06	0.378	0.556	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	0.688	Y	2.5	1      	1.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1.125 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1.125_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	0.813	Y	2.5	1  1/8 	1.125	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1.25_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	0.938	Y	2.5	1  1/4 	1.25	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1.375 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1.375_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	1.063	Y	2.5	1  3/8 	1.375	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	1.188	Y	2.5	1  1/2 	1.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	1.438	Y	2.5	1  3/4 	1.75	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	1.688	Y	2.5	2      	2.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	1.938	Y	2.5	2  1/4 	2.25	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.438	Y	2.5	2  3/4 	2.75	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.688	Y	2.5	3      	3.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	3  1/4 	3.25	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	3  1/2 	3.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	3  3/4 	3.75	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	4      	4.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	4  1/4 	4.25	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	4  1/2 	4.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	4  3/4 	4.75	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	5      	5.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	5  1/2 	5.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.250	N	0.25	6      	6.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.500	N	0.5	6  1/2 	6.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.500	N	0.5	7      	7.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.500	N	0.5	7  1/2 	7.5	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	1	1.0	8	0.125	2.500	N	0.5	8      	8.0	1.0	0.99	1.5	1.5	1.469	1.732	1.675	0.609	0.627	0.591	0.09	0.416	0.625	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/8 x 1.125 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/8_x_1.125_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/8	1.125	7	0.1429	0.768	Y	2.5	1  1/8 	1.125	1.125	1.114	1.688	1.688	1.631	1.949	1.859	0.688	0.718	0.658	0.09	0.461	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/8 x 1.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/8_x_1.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/8	1.125	7	0.1429	0.893	Y	2.5	1  1/4 	1.25	1.125	1.114	1.688	1.688	1.631	1.949	1.859	0.688	0.718	0.658	0.09	0.461	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/8 x 1.375 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/8_x_1.375_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/8	1.125	7	0.1429	1.018	Y	2.5	1  3/8 	1.375	1.125	1.114	1.688	1.688	1.631	1.949	1.859	0.688	0.718	0.658	0.09	0.461	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/8 x 1.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/8_x_1.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/8	1.125	7	0.1429	1.143	Y	2.5	1  1/2 	1.5	1.125	1.114	1.688	1.688	1.631	1.949	1.859	0.688	0.718	0.658	0.09	0.461	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/8 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/8_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/8	1.125	7	0.1429	1.393	Y	2.5	1  3/4 	1.75	1.125	1.114	1.688	1.688	1.631	1.949	1.859	0.688	0.718	0.658	0.09	0.461	0.714	St	ASME B18.2.1	1996
