PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max(in)	A_head_dia_min(in)	A_head_dia_absolute_min(in)	F_flat_head_dia_max(in)	H_head_height_max(in)	H_head_height_min(in)	J_Slot_Width_max(in)	J_slot_width_min(in)	T_slot_Depth_max(in)	T_slot_depth_min(in)	Material	Reference	Edition
ANSI B18.5 BOLT 7/8 x 4.25 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_4.25_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	4  1/4 	4.25	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 4.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_4.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	4  1/2 	4.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 4.75 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_4.75_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	4  3/4 	4.75	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	5      	5.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 5.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_5.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	5  1/2 	5.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 6 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_6_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.0	2.0	0.748	6      	6.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 6.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_6.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	6  1/2 	6.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 7 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_7_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	7      	7.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 7.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_7.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	7  1/2 	7.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 8 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_8_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	8      	8.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 8.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_8.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	8  1/2 	8.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 9 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_9_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	9      	9.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 9.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_9.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	9  1/2 	9.5	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 7/8 x 10 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_7/8_x_10_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	7/8	0.875	9	0.1111	2.25	2.25	0.748	10      	10.0	0.895	0.852	1.637	1.584	1.511	0.042	0.47	0.408	0.167	0.147	0.206	0.138	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 1.375 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_1.375_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	0.526	2.25	0.85	1  3/8 	1.375	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 1.5 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_1.5_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	0.651	2.25	0.85	1  1/2 	1.5	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 1.75 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_1.75_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	0.901	2.25	0.85	1  3/4 	1.75	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 2 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_2_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	1.151	2.25	0.85	2      	2.0	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 2.25 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_2.25_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	1.401	2.25	0.85	2  1/4 	2.25	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 2.75 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_2.75_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	1.901	2.25	0.85	2  3/4 	2.75	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 3 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_3_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	2.151	2.25	0.85	3      	3.0	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
ANSI B18.5 BOLT 1 x 3.25 UNC STEEL COUNTERSUNK SLOTTED	ANSI_B18_5_1_x_3.25_UNC_STEEL_COUNTERSUNK_SLOTTED_BOLT	1	1.0	8	0.1250	2.25	2.25	0.85	3  1/4 	3.25	1.022	0.976	1.869	1.81	1.735	0.043	0.537	0.466	0.188	0.166	0.24	0.162	St	ANSI B18.5	1990
