PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max_edge_sharp(in)	A_head_dia_min_edge_rounded_or_flat(in)	H_head_height(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	Material	Reference	Edition
ASME B18.6.2 SCREW 5/8 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.492	1.5	0.508	1      	1.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.617	1.5	0.508	1  1/8 	1.125	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.742	1.5	0.508	1  1/4 	1.250	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.867	1.5	0.508	1  3/8 	1.375	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.992	1.5	0.508	1  1/2 	1.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.242	1.5	0.508	1  3/4 	1.750	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.492	1.5	0.508	2      	2.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	2  1/4 	2.250	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	2  3/4 	2.750	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	3      	3.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	3  1/4 	3.250	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	3  1/2 	3.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	3  3/4 	3.750	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	4      	4.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	4  1/4 	4.250	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	4  1/2 	4.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	4  3/4 	4.750	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	5      	5.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	5  1/2 	5.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	6      	6.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	6  1/2 	6.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	7      	7.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	7  1/2 	7.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	8      	8.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	8  1/2 	8.500	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	1.500	1.5	0.508	9      	9.000	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 0.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_0.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.148	1.75	0.602	  3/4 	0.750	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 0.875 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_0.875_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.273	1.75	0.602	  7/8 	0.875	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.398	1.75	0.602	1      	1.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.523	1.75	0.602	1  1/8 	1.125	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.648	1.75	0.602	1  1/4 	1.250	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.773	1.75	0.602	1  3/8 	1.375	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	0.898	1.75	0.602	1  1/2 	1.500	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.148	1.75	0.602	1  3/4 	1.750	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.398	1.75	0.602	2      	2.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.648	1.75	0.602	2  1/4 	2.250	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	2  3/4 	2.750	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	3      	3.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	3  1/4 	3.250	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	3  1/2 	3.500	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	3  3/4 	3.750	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	4      	4.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	4  1/4 	4.250	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	4  1/2 	4.500	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	4  3/4 	4.750	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	5      	5.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	5  1/2 	5.500	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 3/4 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_3/4_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	3/4	0.75	10	0.1000	1.750	1.75	0.602	6      	6.000	0.75	0.742	1.375	1.251	0.352	0.149	0.131	0.171	0.115	0.3	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 0.875 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_0.875_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.174	2.0	0.701	  7/8 	0.875	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.299	2.0	0.701	1      	1.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.424	2.0	0.701	1  1/8 	1.125	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.549	2.0	0.701	1  1/4 	1.250	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.674	2.0	0.701	1  3/8 	1.375	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	0.799	2.0	0.701	1  1/2 	1.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.049	2.0	0.701	1  3/4 	1.750	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.299	2.0	0.701	2      	2.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.549	2.0	0.701	2  1/4 	2.250	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	2  3/4 	2.750	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	3      	3.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	3  1/4 	3.250	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	3  1/2 	3.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	3  3/4 	3.750	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	4      	4.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	4  1/4 	4.250	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	4  1/2 	4.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	4  3/4 	4.750	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	5      	5.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
