PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	rf_rad(mm)	r_min(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	slot_width(mm)	cross_recess_no	Type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M5x35 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M5x35_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	33.4	35.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.9	2.9	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x40 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M5x40_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	38.4	40.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.9	2.9	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x45 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M5x45_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	38.0	45.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.9	2.9	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x8 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x8_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	6.0	8.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x10 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x10_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	8.0	10.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x12 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x12_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	10.0	12.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x14 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x14_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	12.0	14.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x16 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x16_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	14.0	16.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x20 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x20_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	18.0	20.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x25 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x25_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	23.0	25.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x30 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x30_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	28.0	30.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x35 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x35_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	33.0	35.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x40 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x40_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	40.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x45 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x45_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	45.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x50 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x50_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	50.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x55 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x55_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	55.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x60 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M6x60_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	60.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.9	3.6	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x10 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x10_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	7.5	10.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x12 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x12_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	9.5	12.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x14 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x14_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	11.5	14.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x16 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x16_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	13.5	16.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x20 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x20_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	17.5	20.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x25 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x25_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	22.5	25.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x30 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x30_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	27.5	30.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x35 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x35_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	32.5	35.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x40 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x40_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	37.5	40.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x45 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x45_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	45.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x50 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x50_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	50.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x55 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x55_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	55.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x60 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M8x60_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	60.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	9.0	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x12 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x12_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	9.0	12.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x14 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x14_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	11.0	14.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x16 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x16_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	13.0	16.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x20 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x20_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	17.0	20.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x25 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x25_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	22.0	25.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x30 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x30_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	27.0	30.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x35 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x35_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	32.0	35.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x40 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x40_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	37.0	40.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x45 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x45_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	38.0	45.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x50 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x50_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	38.0	50.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x55 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x55_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	38.0	55.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x60 STEEL GR A CROSS REC PAN HEAD TYPE H	JIS_B_1111_M10x60_STEEL_GR_A_TYPE_H_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	38.0	60.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	10.1	5.8	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x3 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x3_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	2.3	3.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x4 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x4_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	3.3	4.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	4.3	5.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	5.3	6.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	7.3	8.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	9.3	10.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	11.3	12.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	13.3	14.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	15.3	16.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	19.3	20.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M1.6x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M1.6	1.6	0.35	24.3	25.0	0.7	25.0	3.2	1.3	2.5	0.1	0.9	1.6	0.9	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x3 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x3_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	2.2	3.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x4 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x4_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	3.2	4.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	4.2	5.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	5.2	6.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	7.2	8.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	9.2	10.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	11.2	12.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	13.2	14.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	15.2	16.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	19.2	20.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2	2.0	0.4	24.2	25.0	0.8	25.0	4.0	1.6	3.2	0.1	1.0	2.1	1.42	0.31	0.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x4 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x4_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	3.1	4.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	4.1	5.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	5.1	6.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	7.1	8.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	9.1	10.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	11.1	12.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	13.1	14.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	15.1	16.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	19.1	20.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M2.5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M2.5	2.5	0.45	24.1	25.0	0.9	25.0	5.0	2.1	4.0	0.1	1.1	2.6	1.5	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x4 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x4_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	3.0	4.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	4.0	5.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	5.0	6.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
