PartNumber	PartName	l_length(mm)	b_width(mm)	h_thickness(mm)	c_chamfer_max(mm)	d2_hole(mm)	d3_hole(mm)	g_hole(mm)	Symbol	Material	Reference	Edition
JIS B 1301 KEY 38x24x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_38x24x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	38	24	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_40x22x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	40	22	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_42x26x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	42	26	1.2	17.5	11.0	10.8	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_45x25x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	45	25	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_50x28x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	50	28	1.2	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_56x32x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	56	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x100 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x100_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	100	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_63x32x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	63	32	2.0	20.0	14.0	13.0	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x110 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x110_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	110	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_70x36x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	70	36	2.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x125 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x125_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	125	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_80x40x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	80	40	3.0	26.0	18.0	17.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x140 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x140_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	140	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
