PartNumber	PartName	l_length(mm)	b_width(mm)	h_height(mm)	c_chamfer_max(mm)	h1_gib_height(mm)	e_gib_length	Material	Reference	Edition
JIS B 1301 KEY 100x50x110 TAPER WITH GIB HEAD	JIS_B_1301_100x50x110_GIB_HEAD_TAPER_KEY	110.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x125 TAPER WITH GIB HEAD	JIS_B_1301_100x50x125_GIB_HEAD_TAPER_KEY	125.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x140 TAPER WITH GIB HEAD	JIS_B_1301_100x50x140_GIB_HEAD_TAPER_KEY	140.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x160 TAPER WITH GIB HEAD	JIS_B_1301_100x50x160_GIB_HEAD_TAPER_KEY	160.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x180 TAPER WITH GIB HEAD	JIS_B_1301_100x50x180_GIB_HEAD_TAPER_KEY	180.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x200 TAPER WITH GIB HEAD	JIS_B_1301_100x50x200_GIB_HEAD_TAPER_KEY	200.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x220 TAPER WITH GIB HEAD	JIS_B_1301_100x50x220_GIB_HEAD_TAPER_KEY	220.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x250 TAPER WITH GIB HEAD	JIS_B_1301_100x50x250_GIB_HEAD_TAPER_KEY	250.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x280 TAPER WITH GIB HEAD	JIS_B_1301_100x50x280_GIB_HEAD_TAPER_KEY	280.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x320 TAPER WITH GIB HEAD	JIS_B_1301_100x50x320_GIB_HEAD_TAPER_KEY	320.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x360 TAPER WITH GIB HEAD	JIS_B_1301_100x50x360_GIB_HEAD_TAPER_KEY	360.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x400 TAPER WITH GIB HEAD	JIS_B_1301_100x50x400_GIB_HEAD_TAPER_KEY	400.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
