PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	r_max(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	slot_width(mm)	cross_recess_no	type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M5x45 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x45_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	38.0	45.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	2.2	8.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	4.2	10.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	6.2	12.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	8.2	14.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	10.2	16.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	14.2	20.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	19.2	25.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	24.2	30.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x35 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x35_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	29.2	35.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x40 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x40_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	34.2	40.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x45 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x45_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	39.2	45.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x50 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x50_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	38.0	50.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x55 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x55_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	38.0	55.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x60 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M6x60_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	38.0	60.0	2.0	38.0	11.3	3.3	1.5	2.5	6.8	3.5	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	2.225	10.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	4.225	12.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	6.225	14.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	8.225	16.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	12.225	20.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	17.225	25.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	22.225	30.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x35 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M8x35_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	27.225	35.0	2.5	38.0	15.8	4.65	2.0	3.2	8.9	4.6	1.27	4.0	H	A	St	JIS B 1111	1996
