PartNumber	PartName	d_pin_dia(mm)	l_pin_length(mm)	dk_head_dia(mm)	c_max(mm)	e(mm)	k_head_depth(mm)	le_min(mm)	r(mm)	dl_hole_dia(mm)	Material	Reference	Edition
ISO 2341 CLEVIS PIN 30x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	85.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	90.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	95.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	100.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	120.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	140.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	160.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	180.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	200.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	65.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	70.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	75.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	80.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	85.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	90.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	95.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	100.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	120.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	140.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	160.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	180.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 33x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_33x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	33.0	200.0	47.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	70.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	75.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	80.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	85.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	90.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	95.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	100.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	120.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	140.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	160.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	180.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 36x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_36x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	36.0	200.0	50.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	80.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	85.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	90.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	95.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	100.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	120.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	140.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	160.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	180.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 40x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_40x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	40.0	200.0	55.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	90.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	95.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	100.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	120.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	140.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	160.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	180.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 45x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_45x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	45.0	200.0	60.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	100.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	120.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	140.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	160.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	180.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 50x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_50x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	50.0	200.0	66.0	4.0	2.0	9.0	12.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 55x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_55x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	55.0	120.0	72.0	6.0	3.0	11.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 55x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_55x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	55.0	140.0	72.0	6.0	3.0	11.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 55x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_55x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	55.0	160.0	72.0	6.0	3.0	11.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 55x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_55x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	55.0	180.0	72.0	6.0	3.0	11.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 55x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_55x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	55.0	200.0	72.0	6.0	3.0	11.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 60x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_60x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	60.0	120.0	78.0	6.0	3.0	12.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 60x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_60x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	60.0	140.0	78.0	6.0	3.0	12.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 60x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_60x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	60.0	160.0	78.0	6.0	3.0	12.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 60x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_60x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	60.0	180.0	78.0	6.0	3.0	12.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 60x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_60x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	60.0	200.0	78.0	6.0	3.0	12.0	14.0	1.0	10.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 70x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_70x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	70.0	140.0	90.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 70x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_70x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	70.0	160.0	90.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 70x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_70x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	70.0	180.0	90.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 70x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_70x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	70.0	200.0	90.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 80x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_80x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	80.0	160.0	100.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 80x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_80x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	80.0	180.0	100.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 80x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_80x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	80.0	200.0	100.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 90x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_90x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	90.0	180.0	110.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 90x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_90x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	90.0	200.0	110.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 100x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_100x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	100.0	200.0	120.0	6.0	3.0	13.0	16.0	1.0	13.0	St	ISO 2341	1986
