PartNumber	PartName	D_dia_nom(mm)	L_nom(mm)	D_dia_max(mm)	D_dia_min(mm)	Dk_dia_max(mm)	Dk_dia_min(mm)	K_max(mm)	K_min(mm)	E_radius(mm)	R_radius_nom(mm)	t1_max(mm)	t2_max(mm)	Dp_max(mm)	Dp_min(mm)	D1_hole_dia_nom(mm)	D1_hole_dia_max(mm)	D1_hole_dia_min(mm)	Lh_hole_ctrs(mm)	Type	Material	Reference	Edition
ASME B.18.8.8M PIN 60x260 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_60x260_STEEL_TYPE_B_HEADED_CLEVIS_PIN	60.0	260.0	60.0	59.81	78.0	77.26	12.4	11.6	3.0	1.0	1.09	1.48	55.0	53.0	10.0	13.27	10.0	245.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 60x280 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_60x280_STEEL_TYPE_B_HEADED_CLEVIS_PIN	60.0	280.0	60.0	59.81	78.0	77.26	12.4	11.6	3.0	1.0	1.09	1.48	55.0	53.0	10.0	13.27	10.0	265.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 60x300 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_60x300_STEEL_TYPE_B_HEADED_CLEVIS_PIN	60.0	300.0	60.0	59.81	78.0	77.26	12.4	11.6	3.0	1.0	1.09	1.48	55.0	53.0	10.0	13.27	10.0	285.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x140 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x140_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	140.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	123.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x160 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x160_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	160.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	143.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x180 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x180_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	180.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	163.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x200 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x200_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	200.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	183.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x220 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x220_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	220.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	203.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x240 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x240_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	240.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	223.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x260 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x260_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	260.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	243.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x280 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x280_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	280.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	263.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 70x300 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_70x300_STEEL_TYPE_B_HEADED_CLEVIS_PIN	70.0	300.0	70.0	69.81	90.0	89.13	13.4	12.6	3.0	1.0	1.26	1.74	65.0	63.0	13.0	13.27	13.0	283.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x160 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x160_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	160.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	143.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x180 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x180_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	180.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	163.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x200 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x200_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	200.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	183.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x220 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x220_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	220.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	203.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x240 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x240_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	240.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	223.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x260 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x260_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	260.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	243.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x280 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x280_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	280.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	263.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 80x300 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_80x300_STEEL_TYPE_B_HEADED_CLEVIS_PIN	80.0	300.0	80.0	79.81	100.0	99.13	13.4	12.6	3.0	1.0	1.4	1.74	75.0	73.0	13.0	13.27	13.0	283.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x180 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x180_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	180.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	163.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x200 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x200_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	200.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	183.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x220 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x220_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	220.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	203.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x240 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x240_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	240.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	223.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x260 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x260_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	260.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	243.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x280 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x280_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	280.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	263.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 90x300 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_90x300_STEEL_TYPE_B_HEADED_CLEVIS_PIN	90.0	300.0	90.0	89.78	110.0	109.13	13.4	12.6	3.0	1.0	1.54	1.74	85.0	83.0	13.0	13.27	13.0	283.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x200 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x200_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	200.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	183.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x220 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x220_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	220.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	203.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x240 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x240_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	240.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	223.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x260 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x260_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	260.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	243.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x280 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x280_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	280.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	263.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 100x300 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_100x300_STEEL_TYPE_B_HEADED_CLEVIS_PIN	100.0	300.0	100.0	99.78	120.0	119.13	13.4	12.6	3.0	1.0	1.68	1.74	95.0	93.0	13.0	13.27	13.0	283.0	B	St	ASME B18.8.8M	2000
