PartNumber	PartName	D_pin_dia(mm)	Nominal_len(mm)	D_dia_max(mm)	D_dia_min(mm)	Dp_point_dia_max(mm)	Dp_point_dia_min(mm)	Lh_hole_ctrs(mm)	D1_hole_dia_nom(mm)	D1_hole_dia_max(mm)	D1_hole_dia_min(mm)	Type	Material	Reference	Edition
ASME B18.8.7M PIN 10x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_10x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	10.0	85.0	10.0	9.91	8.3	7.7	73.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 10x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_10x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	10.0	90.0	10.0	9.91	8.3	7.7	78.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 10x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_10x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	10.0	95.0	10.0	9.91	8.3	7.7	83.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 10x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_10x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	10.0	100.0	10.0	9.91	8.3	7.7	88.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x24 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x24_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	24.0	12.0	11.9	9.5	8.5	10.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x26 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x26_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	26.0	12.0	11.9	9.5	8.5	12.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x28 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x28_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	28.0	12.0	11.9	9.5	8.5	14.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x30 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x30_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	30.0	12.0	11.9	9.5	8.5	16.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x32 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x32_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	32.0	12.0	11.9	9.5	8.5	18.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x35 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x35_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	35.0	12.0	11.9	9.5	8.5	21.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x40 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x40_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	40.0	12.0	11.9	9.5	8.5	26.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	45.0	12.0	11.9	9.5	8.5	31.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	50.0	12.0	11.9	9.5	8.5	36.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	55.0	12.0	11.9	9.5	8.5	41.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	60.0	12.0	11.9	9.5	8.5	46.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	65.0	12.0	11.9	9.5	8.5	50.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	70.0	12.0	11.9	9.5	8.5	55.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	75.0	12.0	11.9	9.5	8.5	60.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	80.0	12.0	11.9	9.5	8.5	65.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	85.0	12.0	11.9	9.5	8.5	70.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	90.0	12.0	11.9	9.5	8.5	75.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	95.0	12.0	11.9	9.5	8.5	80.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	100.0	12.0	11.9	9.5	8.5	85.5	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 12x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_12x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	12.0	120.0	12.0	11.9	9.5	8.5	106.0	3.2	3.38	3.2	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x28 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x28_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	28.0	14.0	13.9	11.5	10.5	13.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x30 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x30_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	30.0	14.0	13.9	11.5	10.5	15.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x32 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x32_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	32.0	14.0	13.9	11.5	10.5	17.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x35 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x35_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	35.0	14.0	13.9	11.5	10.5	20.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x40 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x40_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	40.0	14.0	13.9	11.5	10.5	25.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	45.0	14.0	13.9	11.5	10.5	30.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	50.0	14.0	13.9	11.5	10.5	35.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	55.0	14.0	13.9	11.5	10.5	40.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	60.0	14.0	13.9	11.5	10.5	45.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	65.0	14.0	13.9	11.5	10.5	50.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	70.0	14.0	13.9	11.5	10.5	55.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	75.0	14.0	13.9	11.5	10.5	60.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	80.0	14.0	13.9	11.5	10.5	65.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	85.0	14.0	13.9	11.5	10.5	70.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	90.0	14.0	13.9	11.5	10.5	75.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	95.0	14.0	13.9	11.5	10.5	80.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	100.0	14.0	13.9	11.5	10.5	85.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	120.0	14.0	13.9	11.5	10.5	105.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 14x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_14x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	14.0	140.0	14.0	13.9	11.5	10.5	125.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x32 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x32_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	32.0	16.0	15.9	13.5	12.5	17.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x35 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x35_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	35.0	16.0	15.9	13.5	12.5	20.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x40 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x40_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	40.0	16.0	15.9	13.5	12.5	25.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	45.0	16.0	15.9	13.5	12.5	30.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	50.0	16.0	15.9	13.5	12.5	35.5	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	55.0	16.0	15.9	13.5	12.5	40.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	60.0	16.0	15.9	13.5	12.5	45.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	65.0	16.0	15.9	13.5	12.5	50.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	70.0	16.0	15.9	13.5	12.5	55.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	75.0	16.0	15.9	13.5	12.5	60.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	80.0	16.0	15.9	13.5	12.5	65.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	85.0	16.0	15.9	13.5	12.5	70.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	90.0	16.0	15.9	13.5	12.5	75.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	95.0	16.0	15.9	13.5	12.5	80.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	100.0	16.0	15.9	13.5	12.5	85.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	120.0	16.0	15.9	13.5	12.5	105.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	140.0	16.0	15.9	13.5	12.5	125.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 16x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_16x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	16.0	160.0	16.0	15.9	13.5	12.5	145.0	4.0	4.18	4.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x35 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x35_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	35.0	18.0	17.9	15.5	14.5	19.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x40 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x40_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	40.0	18.0	17.9	15.5	14.5	24.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	45.0	18.0	17.9	15.5	14.5	29.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	50.0	18.0	17.9	15.5	14.5	34.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	55.0	18.0	17.9	15.5	14.5	39.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	60.0	18.0	17.9	15.5	14.5	44.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	65.0	18.0	17.9	15.5	14.5	49.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	70.0	18.0	17.9	15.5	14.5	53.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	75.0	18.0	17.9	15.5	14.5	58.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	80.0	18.0	17.9	15.5	14.5	63.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	85.0	18.0	17.9	15.5	14.5	68.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	90.0	18.0	17.9	15.5	14.5	73.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	95.0	18.0	17.9	15.5	14.5	78.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	100.0	18.0	17.9	15.5	14.5	83.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	120.0	18.0	17.9	15.5	14.5	104.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	140.0	18.0	17.9	15.5	14.5	123.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	160.0	18.0	17.9	15.5	14.5	143.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 18x180 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_18x180_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	18.0	180.0	18.0	17.9	15.5	14.5	163.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x40 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x40_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	40.0	20.0	19.87	16.6	15.4	22.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	45.0	20.0	19.87	16.6	15.4	27.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	50.0	20.0	19.87	16.6	15.4	32.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	55.0	20.0	19.87	16.6	15.4	37.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	60.0	20.0	19.87	16.6	15.4	42.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	65.0	20.0	19.87	16.6	15.4	47.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	70.0	20.0	19.87	16.6	15.4	52.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	75.0	20.0	19.87	16.6	15.4	57.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	80.0	20.0	19.87	16.6	15.4	62.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	85.0	20.0	19.87	16.6	15.4	67.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	90.0	20.0	19.87	16.6	15.4	72.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	95.0	20.0	19.87	16.6	15.4	77.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	100.0	20.0	19.87	16.6	15.4	81.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	120.0	20.0	19.87	16.6	15.4	102.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	140.0	20.0	19.87	16.6	15.4	122.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	160.0	20.0	19.87	16.6	15.4	142.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 20x180 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x180_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	180.0	20.0	19.87	16.6	15.4	162.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
